IntakeType,IntakeSubtype,Number of Animals,YEAR,MONTH,ObjectId
OWNER SUR,EUTH REQ,21,2013,4,1910
OWNER SUR,FIELD,21,2013,4,1911
OWNER SUR,OTC,137,2013,4,1912
RETURN,ADOPTION,12,2013,4,1913
RETURN,K HUMANE S,1,2013,4,1914
STRAY,,7,2013,4,1915
STRAY,FIELD,299,2013,4,1916
STRAY,OTC,192,2013,4,1917
CONFISCATE,ABANDONED,3,2013,5,1918
STRAY,OTC,307,2013,8,1919
CONFISCATE,ABANDONED,1,2013,9,1920
CONFISCATE,CRUELTY,5,2013,9,1921
CONFISCATE,NEGLECT,3,2013,9,1922
CONFISCATE,POLICE,3,2013,9,1923
CONFISCATE,POTDANGER,2,2013,9,1924
DISPOSAL,OWNER,1,2013,2,1925
ET REQUEST,AGGRESSIVE,4,2013,2,1926
ET REQUEST,OLD,24,2013,2,1927
ET REQUEST,SICK,9,2013,2,1928
FOSTER,RETURN,77,2013,2,1929
CONFISCATE,BITE,1,2012,6,1930
OWNER SUR,EUTH REQ,3,2013,2,1931
CONFISCATE,CHAINING,1,2012,6,1932
OWNER SUR,FIELD,48,2013,2,1933
CONFISCATE,CRUELTY,2,2012,6,1934
OWNER SUR,OTC,87,2013,2,1935
CONFISCATE,NEGLECT,2,2012,6,1936
RETURN,ADOPTION,8,2013,2,1937
CONFISCATE,OWNER DIED,1,2012,6,1938
STRAY,FIELD,245,2013,2,1939
CONFISCATE,RESTRAINT,3,2012,6,1940
STRAY,OTC,133,2013,2,1941
DISPOSAL,OWNER,2,2012,6,1942
CONFISCATE,BITE,1,2013,3,1943
ET REQUEST,,12,2012,6,1944
ET REQUEST,AGGRESSIVE,4,2012,6,1945
ET REQUEST,OLD,14,2012,6,1946
ET REQUEST,SICK,13,2012,6,1947
FOSTER,,1,2012,6,1948
FOSTER,RETURN,96,2012,6,1949
OWNER SUR,,1,2012,6,1950
RETURN,K HUMANE S,1,2012,8,1951
STRAY,,2,2012,8,1952
STRAY,FIELD,293,2012,8,1953
STRAY,OTC,271,2012,8,1954
CONFISCATE,ABANDONED,3,2012,9,1955
CONFISCATE,BITE,2,2012,9,1956
CONFISCATE,CHAINING,1,2012,9,1957
CONFISCATE,DANGER DOG,1,2012,9,1958
CONFISCATE,HOSPITAL,2,2012,9,1959
CONFISCATE,NEGLECT,2,2012,9,1960
CONFISCATE,POLICE,2,2012,9,1961
CONFISCATE,RESTRAINT,1,2012,9,1962
DISPOSAL,FIELD,1,2012,9,1963
DISPOSAL,OTHER,6,2012,9,1964
DISPOSAL,OWNER,1,2012,9,1965
ET REQUEST,,2,2012,9,1966
ET REQUEST,AGGRESSIVE,3,2012,9,1967
ET REQUEST,OLD,12,2012,9,1968
ET REQUEST,SICK,14,2012,9,1969
FOSTER,RETURN,56,2012,9,1970
OWNER SUR,,1,2012,9,1971
OWNER SUR,EUTH REQ,13,2012,9,1972
OWNER SUR,FIELD,22,2012,9,1973
OWNER SUR,OTC,161,2012,9,1974
RETURN,,1,2012,9,1975
RETURN,ADOPTION,12,2012,9,1976
STRAY,,3,2012,9,1977
STRAY,FIELD,299,2012,9,1978
STRAY,OTC,318,2012,9,1979
CONFISCATE,ABANDONED,2,2012,10,1980
CONFISCATE,BITE,3,2012,10,1981
CONFISCATE,COURT ORD,2,2012,10,1982
CONFISCATE,EVICTION,1,2012,10,1983
CONFISCATE,NEGLECT,5,2012,10,1984
CONFISCATE,POLICE,2,2012,10,1985
CONFISCATE,POTDANGER,2,2012,10,1986
CONFISCATE,RESTRAINT,3,2012,10,1987
DISPOSAL,,1,2012,10,1988
DISPOSAL,FIELD,2,2012,10,1989
DISPOSAL,OTHER,7,2012,10,1990
DISPOSAL,OWNER,5,2012,10,1991
DISPOSAL,STRAY,2,2012,10,1992
ET REQUEST,,1,2012,10,1993
ET REQUEST,AGGRESSIVE,3,2012,10,1994
ET REQUEST,OLD,13,2012,10,1995
ET REQUEST,SICK,14,2012,10,1996
FOSTER,RETURN,109,2012,10,1997
OWNER SUR,,2,2012,10,1998
OWNER SUR,EUTH REQ,4,2012,10,1999
OWNER SUR,FIELD,26,2012,10,2000
RETURN,,1,2014,1,2001
CONFISCATE,BITE,1,2014,11,2002
CONFISCATE,CHAINING,2,2014,11,2003
CONFISCATE,EVICTION,15,2014,11,2004
CONFISCATE,NEGLECT,1,2014,11,2005
CONFISCATE,POLICE,1,2014,11,2006
CONFISCATE,RESTRAINT,1,2014,11,2007
DISPOSAL,OWNER,11,2014,11,2008
DISPOSAL,STRAY,3,2014,11,2009
DISPOSAL,WILDLIFE,2,2014,11,2010
ET REQUEST,AGGRESSIVE,4,2014,11,2011
DISPOSAL,OWNER,8,2015,1,2012
CONFISCATE,POLICE,1,2014,4,2013
ET REQUEST,OLD,1,2014,11,2014
ET REQUEST,SICK,2,2014,11,2015
FOSTER,RETURN,82,2014,11,2016
OWNER SUR,EUTH REQ,38,2014,11,2017
OWNER SUR,FIELD,13,2014,11,2018
OWNER SUR,OTC,69,2014,11,2019
OWNER SUR,RETURN 30,12,2014,11,2020
RETURN,,2,2014,11,2021
RETURN,ADOPTION,10,2014,11,2022
RETURN,K HUMANE S,1,2014,11,2023
STRAY,,1,2014,11,2024
STRAY,FIELD,204,2014,11,2025
STRAY,OTC,216,2014,11,2026
CONFISCATE,,1,2014,12,2027
CONFISCATE,ABANDONED,1,2014,12,2028
CONFISCATE,CRUELTY,4,2014,12,2029
CONFISCATE,EVICTION,2,2014,12,2030
CONFISCATE,HOSPITAL,1,2014,12,2031
CONFISCATE,OWNER DIED,2,2014,12,2032
CONFISCATE,POLICE,1,2014,12,2033
CONFISCATE,RESTRAINT,2,2014,12,2034
DISPOSAL,FIELD,1,2014,12,2035
DISPOSAL,OWNER,7,2014,12,2036
DISPOSAL,STRAY,1,2014,12,2037
DISPOSAL,WILDLIFE,1,2014,12,2038
ET REQUEST,AGGRESSIVE,2,2014,12,2039
FOSTER,RETURN,57,2014,12,2040
OWNER SUR,EUTH REQ,38,2014,12,2041
OWNER SUR,FIELD,9,2014,12,2042
OWNER SUR,OTC,91,2014,12,2043
OWNER SUR,RETURN 30,13,2014,12,2044
RETURN,ADOPTION,11,2014,12,2045
RETURN,K HUMANE S,3,2014,12,2046
STRAY,FIELD,211,2014,12,2047
STRAY,OTC,154,2014,12,2048
CONFISCATE,ABANDONED,7,2015,1,2049
CONFISCATE,NEGLECT,1,2015,1,2050
CONFISCATE,POTDANGER,2,2015,1,2051
CONFISCATE,RESTRAINT,1,2015,1,2052
DISPOSAL,FIELD,6,2015,1,2053
FOSTER,RETURN,64,2014,6,2054
RETURN,ADOPTION,20,2014,1,2055
OWNER SUR,OTC,120,2014,8,2056
ET REQUEST,OLD,13,2013,11,2057
DISPOSAL,FIELD,2,2014,4,2058
OWNER SUR,RETURN 30,6,2014,8,2059
STRAY,FIELD,229,2014,1,2060
DISPOSAL,OWNER,8,2014,4,2061
RETURN,,1,2014,8,2062
OWNER SUR,EUTH REQ,43,2014,6,2063
STRAY,OTC,152,2014,1,2064
DISPOSAL,STRAY,1,2015,1,2065
DISPOSAL,STRAY,7,2014,4,2066
RETURN,ADOPTION,3,2014,8,2067
OWNER SUR,FIELD,56,2014,6,2068
CONFISCATE,,1,2014,2,2069
ET REQUEST,SICK,23,2013,11,2070
ET REQUEST,AGGRESSIVE,2,2015,1,2071
ET REQUEST,AGGRESSIVE,2,2014,4,2072
RETURN,K HUMANE S,3,2014,8,2073
OWNER SUR,OTC,183,2014,6,2074
CONFISCATE,ABANDONED,1,2014,2,2075
FOSTER,RETURN,58,2013,11,2076
ET REQUEST,OLD,1,2015,1,2077
ET REQUEST,OLD,1,2014,4,2078
STRAY,FIELD,313,2014,8,2079
OWNER SUR,RETURN 30,1,2014,6,2080
CONFISCATE,NEGLECT,1,2014,2,2081
OWNER SUR,,8,2013,11,2082
FOSTER,RETURN,68,2015,1,2083
ET REQUEST,SICK,2,2014,4,2084
STRAY,OTC,269,2014,8,2085
RETURN,,21,2014,6,2086
CONFISCATE,POLICE,1,2014,2,2087
OWNER SUR,EUTH REQ,24,2013,11,2088
OWNER SUR,EUTH REQ,46,2015,1,2089
FOSTER,,1,2014,4,2090
CONFISCATE,ABANDONED,5,2014,9,2091
RETURN,ADOPTION,9,2014,6,2092
DISPOSAL,FIELD,1,2014,2,2093
OWNER SUR,FIELD,7,2013,11,2094
OWNER SUR,FIELD,80,2015,1,2095
FOSTER,RETURN,51,2014,4,2096
CONFISCATE,BITE,2,2014,9,2097
RETURN,K HUMANE S,2,2014,6,2098
DISPOSAL,OTHER,4,2014,2,2099
OWNER SUR,OTC,107,2013,11,2100
OWNER SUR,OTC,103,2015,1,2101
OWNER SUR,,11,2014,4,2102
CONFISCATE,EVICTION,7,2014,9,2103
STRAY,FIELD,235,2014,6,2104
DISPOSAL,OWNER,18,2014,2,2105
RETURN,ADOPTION,13,2013,11,2106
OWNER SUR,RETURN 30,12,2015,1,2107
OWNER SUR,EUTH REQ,44,2014,4,2108
CONFISCATE,NEGLECT,7,2014,9,2109
STRAY,OTC,291,2014,6,2110
DISPOSAL,STRAY,1,2014,2,2111
RETURN,K HUMANE S,7,2013,11,2112
RETURN,,1,2015,1,2113
OWNER SUR,FIELD,23,2014,4,2114
CONFISCATE,RESTRAINT,3,2014,9,2115
CONFISCATE,ABANDONED,4,2014,7,2116
DISPOSAL,WILDLIFE,1,2014,2,2117
STRAY,FIELD,290,2013,11,2118
RETURN,ADOPTION,11,2015,1,2119
OWNER SUR,OTC,101,2014,4,2120
DISPOSAL,FIELD,1,2014,9,2121
CONFISCATE,BITE,1,2014,7,2122
ET REQUEST,AGGRESSIVE,7,2014,2,2123
STRAY,OTC,200,2013,11,2124
RETURN,K HUMANE S,1,2015,1,2125
RETURN,ADOPTION,17,2014,4,2126
DISPOSAL,OWNER,15,2014,9,2127
CONFISCATE,CRUELTY,6,2014,7,2128
CONFISCATE,DANGER DOG,1,2014,7,2129
CONFISCATE,EVICTION,1,2014,7,2130
CONFISCATE,NEGLECT,3,2014,7,2131
CONFISCATE,POLICE,1,2014,7,2132
CONFISCATE,RESTRAINT,4,2014,7,2133
DISPOSAL,OWNER,18,2014,7,2134
DISPOSAL,STRAY,2,2014,7,2135
DISPOSAL,WILDLIFE,1,2014,7,2136
ET REQUEST,,2,2014,7,2137
ET REQUEST,AGGRESSIVE,3,2014,7,2138
ET REQUEST,SICK,3,2014,7,2139
FOSTER,RETURN,95,2014,7,2140
OWNER SUR,EUTH REQ,58,2014,7,2141
OWNER SUR,FIELD,63,2014,7,2142
OWNER SUR,OTC,139,2014,7,2143
OWNER SUR,RETURN 30,3,2014,7,2144
RETURN,,2,2014,7,2145
RETURN,ADOPTION,18,2014,7,2146
RETURN,K HUMANE S,3,2014,7,2147
STRAY,FIELD,329,2014,7,2148
STRAY,OTC,267,2014,7,2149
CONFISCATE,ABANDONED,1,2014,8,2150
CONFISCATE,BITE,4,2014,8,2151
CONFISCATE,CHAINING,1,2014,8,2152
CONFISCATE,NEGLECT,1,2014,8,2153
CONFISCATE,POLICE,2,2014,8,2154
DISPOSAL,FIELD,1,2014,8,2155
DISPOSAL,OTHER,5,2014,8,2156
DISPOSAL,OWNER,14,2014,8,2157
DISPOSAL,STRAY,8,2014,8,2158
ET REQUEST,AGGRESSIVE,3,2014,8,2159
ET REQUEST,OLD,1,2014,8,2160
ET REQUEST,SICK,1,2014,8,2161
FOSTER,RETURN,74,2014,8,2162
OWNER SUR,,3,2014,8,2163
OWNER SUR,EUTH REQ,51,2014,8,2164
OWNER SUR,FIELD,17,2014,8,2165
ET REQUEST,OLD,8,2014,2,2166
CONFISCATE,ABANDONED,2,2013,12,2167
RETURN,K HUMANE S,2,2014,4,2168
ET REQUEST,SICK,6,2014,2,2169
DISPOSAL,STRAY,2,2014,9,2170
CONFISCATE,BITE,1,2013,12,2171
STRAY,FIELD,214,2014,4,2172
FOSTER,RETURN,60,2014,2,2173
ET REQUEST,OLD,2,2014,9,2174
CONFISCATE,CRUELTY,4,2013,12,2175
STRAY,OTC,173,2014,4,2176
OWNER SUR,EUTH REQ,23,2014,2,2177
STRAY,FIELD,203,2015,1,2178
ET REQUEST,SICK,1,2014,9,2179
CONFISCATE,DANGER DOG,1,2013,12,2180
CONFISCATE,,1,2014,5,2181
OWNER SUR,FIELD,14,2014,2,2182
STRAY,OTC,157,2015,1,2183
FOSTER,RETURN,73,2014,9,2184
CONFISCATE,POLICE,12,2013,12,2185
CONFISCATE,BITE,1,2014,5,2186
OWNER SUR,OTC,93,2014,2,2187
CONFISCATE,,1,2015,2,2188
OWNER SUR,EUTH REQ,46,2014,9,2189
DISPOSAL,FIELD,3,2013,12,2190
CONFISCATE,CRUELTY,1,2014,5,2191
RETURN,ADOPTION,15,2014,2,2192
CONFISCATE,ABANDONED,5,2015,2,2193
OWNER SUR,FIELD,12,2014,9,2194
DISPOSAL,OWNER,20,2013,12,2195
CONFISCATE,NEGLECT,2,2014,5,2196
RETURN,K HUMANE S,2,2014,2,2197
CONFISCATE,CRUELTY,1,2015,2,2198
OWNER SUR,OTC,153,2014,9,2199
DISPOSAL,STRAY,2,2013,12,2200
CONFISCATE,POLICE,3,2014,5,2201
STRAY,FIELD,179,2014,2,2202
CONFISCATE,EVICTION,4,2015,2,2203
OWNER SUR,RETURN 30,8,2014,9,2204
ET REQUEST,,1,2013,12,2205
DISPOSAL,FIELD,1,2014,5,2206
STRAY,OTC,149,2014,2,2207
CONFISCATE,HOSPITAL,2,2015,2,2208
RETURN,,5,2014,9,2209
ET REQUEST,AGGRESSIVE,2,2013,12,2210
DISPOSAL,OTHER,1,2014,5,2211
CONFISCATE,,1,2014,3,2212
CONFISCATE,NEGLECT,1,2015,2,2213
RETURN,ADOPTION,4,2014,9,2214
ET REQUEST,OLD,18,2013,12,2215
DISPOSAL,OWNER,7,2014,5,2216
CONFISCATE,CHAINING,2,2014,3,2217
CONFISCATE,POLICE,10,2015,2,2218
RETURN,K HUMANE S,6,2014,9,2219
ET REQUEST,SICK,12,2013,12,2220
DISPOSAL,STRAY,3,2014,5,2221
CONFISCATE,CRUELTY,1,2014,3,2222
DISPOSAL,,1,2015,2,2223
STRAY,FIELD,274,2014,9,2224
FOSTER,RETURN,63,2013,12,2225
DISPOSAL,WILDLIFE,1,2014,5,2226
CONFISCATE,DANGER DOG,2,2014,3,2227
DISPOSAL,OWNER,17,2015,2,2228
STRAY,OTC,280,2014,9,2229
OWNER SUR,,1,2013,12,2230
ET REQUEST,AGGRESSIVE,1,2014,5,2231
CONFISCATE,EVICTION,2,2014,3,2232
DISPOSAL,STRAY,4,2015,2,2233
CONFISCATE,CHAINING,1,2014,10,2234
OWNER SUR,EUTH REQ,20,2013,12,2235
ET REQUEST,SICK,2,2014,5,2236
CONFISCATE,NEGLECT,1,2014,3,2237
DISPOSAL,FIELD,5,2014,3,2238
DISPOSAL,OWNER,10,2014,3,2239
DISPOSAL,STRAY,1,2014,3,2240
DISPOSAL,WILDLIFE,1,2014,3,2241
ET REQUEST,,3,2014,3,2242
ET REQUEST,AGGRESSIVE,3,2014,3,2243
ET REQUEST,OLD,6,2014,3,2244
ET REQUEST,SICK,5,2014,3,2245
FOSTER,RETURN,43,2014,3,2246
OWNER SUR,EUTH REQ,50,2014,3,2247
OWNER SUR,FIELD,7,2014,3,2248
OWNER SUR,OTC,117,2014,3,2249
RETURN,ADOPTION,11,2014,3,2250
RETURN,K HUMANE S,1,2014,3,2251
STRAY,,1,2014,3,2252
STRAY,FIELD,187,2014,3,2253
STRAY,OTC,189,2014,3,2254
CONFISCATE,ABANDONED,1,2014,4,2255
CONFISCATE,BITE,1,2014,4,2256
CONFISCATE,NEGLECT,1,2014,4,2257
OWNER SUR,FIELD,13,2013,12,2258
FOSTER,RETURN,81,2014,5,2259
OWNER SUR,EUTH REQ,42,2014,5,2260
OWNER SUR,OTC,85,2013,12,2261
DISPOSAL,WILDLIFE,1,2015,2,2262
OWNER SUR,FIELD,114,2014,5,2263
RETURN,ADOPTION,14,2013,12,2264
ET REQUEST,SICK,3,2015,2,2265
OWNER SUR,OTC,144,2014,5,2266
CONFISCATE,EVICTION,2,2014,10,2267
RETURN,K HUMANE S,1,2013,12,2268
FOSTER,RETURN,44,2015,2,2269
OWNER SUR,RETURN 30,1,2014,5,2270
CONFISCATE,NEGLECT,20,2014,10,2271
STRAY,,1,2013,12,2272
OWNER SUR,EUTH REQ,31,2015,2,2273
RETURN,ADOPTION,17,2014,5,2274
CONFISCATE,POLICE,4,2014,10,2275
STRAY,FIELD,243,2013,12,2276
OWNER SUR,FIELD,29,2015,2,2277
STRAY,FIELD,237,2014,5,2278
DISPOSAL,OTHER,1,2014,10,2279
STRAY,OTC,172,2013,12,2280
OWNER SUR,OTC,74,2015,2,2281
STRAY,OTC,207,2014,5,2282
DISPOSAL,OWNER,16,2014,10,2283
CONFISCATE,,1,2014,1,2284
OWNER SUR,RETURN 30,3,2015,2,2285
CONFISCATE,ABANDONED,8,2014,6,2286
DISPOSAL,STRAY,4,2014,10,2287
CONFISCATE,ABANDONED,1,2014,1,2288
RETURN,ADOPTION,11,2015,2,2289
CONFISCATE,CRUELTY,16,2014,6,2290
ET REQUEST,AGGRESSIVE,1,2014,10,2291
CONFISCATE,BITE,1,2014,1,2292
RETURN,K HUMANE S,4,2015,2,2293
CONFISCATE,NEGLECT,11,2014,6,2294
ET REQUEST,OLD,1,2014,10,2295
CONFISCATE,CRUELTY,2,2014,1,2296
STRAY,FIELD,178,2015,2,2297
CONFISCATE,OWNER DIED,2,2014,6,2298
ET REQUEST,SICK,1,2014,10,2299
CONFISCATE,HOSPITAL,1,2014,1,2300
STRAY,OTC,147,2015,2,2301
CONFISCATE,POLICE,3,2014,6,2302
FOSTER,,2,2014,10,2303
CONFISCATE,NEGLECT,4,2014,1,2304
CONFISCATE,ABANDONED,2,2015,3,2305
DISPOSAL,FIELD,1,2014,6,2306
FOSTER,RETURN,72,2014,10,2307
CONFISCATE,POLICE,1,2014,1,2308
CONFISCATE,BITE,1,2015,3,2309
DISPOSAL,OTHER,1,2014,6,2310
OWNER SUR,,1,2014,10,2311
DISPOSAL,FIELD,2,2014,1,2312
CONFISCATE,COURT ORD,1,2015,3,2313
DISPOSAL,OWNER,17,2014,6,2314
OWNER SUR,EUTH REQ,40,2014,10,2315
DISPOSAL,OWNER,24,2014,1,2316
CONFISCATE,CRUELTY,7,2015,3,2317
DISPOSAL,STRAY,1,2014,6,2318
OWNER SUR,FIELD,23,2014,10,2319
DISPOSAL,STRAY,1,2014,1,2320
CONFISCATE,EVICTION,2,2015,3,2321
DISPOSAL,WILDLIFE,1,2014,6,2322
OWNER SUR,OTC,139,2014,10,2323
ET REQUEST,AGGRESSIVE,5,2014,1,2324
CONFISCATE,NEGLECT,2,2015,3,2325
ET REQUEST,AGGRESSIVE,1,2014,6,2326
OWNER SUR,RETURN 30,10,2014,10,2327
ET REQUEST,OLD,13,2014,1,2328
CONFISCATE,POLICE,1,2015,3,2329
ET REQUEST,OLD,1,2014,6,2330
RETURN,,2,2014,10,2331
ET REQUEST,SICK,4,2014,1,2332
CONFISCATE,POTDANGER,4,2015,3,2333
ET REQUEST,SICK,1,2014,6,2334
RETURN,ADOPTION,6,2014,10,2335
FOSTER,RETURN,41,2014,1,2336
DISPOSAL,OWNER,12,2015,3,2337
RETURN,K HUMANE S,1,2014,10,2338
OWNER SUR,EUTH REQ,18,2014,1,2339
DISPOSAL,STRAY,3,2015,3,2340
STRAY,FIELD,250,2014,10,2341
OWNER SUR,FIELD,15,2014,1,2342
DISPOSAL,WILDLIFE,1,2015,3,2343
STRAY,OTC,263,2014,10,2344
OWNER SUR,OTC,76,2014,1,2345
CONFISCATE,ABANDONED,2,2014,11,2346
ET REQUEST,,1,2015,3,2347
ET REQUEST,AGGRESSIVE,1,2015,3,2348
ET REQUEST,SICK,2,2015,3,2349
FOSTER,,1,2015,3,2350
DISPOSAL,,1,2013,9,2351
DISPOSAL,FIELD,1,2013,9,2352
DISPOSAL,OWNER,14,2013,9,2353
DISPOSAL,STRAY,7,2013,9,2354
ET REQUEST,,3,2013,9,2355
ET REQUEST,AGGRESSIVE,7,2013,9,2356
ET REQUEST,OLD,19,2013,9,2357
ET REQUEST,SICK,8,2013,9,2358
FOSTER,RETURN,65,2013,9,2359
OWNER SUR,,1,2013,9,2360
OWNER SUR,EUTH REQ,22,2013,9,2361
OWNER SUR,FIELD,20,2013,9,2362
OWNER SUR,OTC,129,2013,9,2363
RETURN,,2,2013,9,2364
RETURN,ADOPTION,9,2013,9,2365
RETURN,K HUMANE S,1,2013,9,2366
STRAY,,1,2013,9,2367
STRAY,FIELD,325,2013,9,2368
STRAY,OTC,291,2013,9,2369
CONFISCATE,CHAINING,4,2013,10,2370
CONFISCATE,CRUELTY,34,2013,10,2371
CONFISCATE,NEGLECT,3,2013,10,2372
CONFISCATE,POLICE,8,2013,10,2373
DISPOSAL,FIELD,2,2013,10,2374
DISPOSAL,OTHER,1,2013,10,2375
DISPOSAL,OWNER,9,2013,10,2376
DISPOSAL,STRAY,5,2013,10,2377
DISPOSAL,WILDLIFE,1,2013,10,2378
ET REQUEST,AGGRESSIVE,5,2013,10,2379
ET REQUEST,OLD,22,2013,10,2380
ET REQUEST,SICK,7,2013,10,2381
EVACUEE,,3,2013,10,2382
FOSTER,RETURN,79,2013,10,2383
OWNER SUR,EUTH REQ,27,2013,10,2384
OWNER SUR,FIELD,48,2013,10,2385
OWNER SUR,OTC,111,2013,10,2386
RETURN,ADOPTION,8,2013,10,2387
STRAY,,1,2013,10,2388
STRAY,FIELD,309,2013,10,2389
STRAY,OTC,343,2013,10,2390
CONFISCATE,,7,2013,11,2391
CONFISCATE,EVICTION,1,2013,11,2392
CONFISCATE,NEGLECT,4,2013,11,2393
CONFISCATE,POLICE,1,2013,11,2394
CONFISCATE,POTDANGER,2,2013,11,2395
CONFISCATE,RESTRAINT,4,2013,11,2396
DISPOSAL,OTHER,1,2013,11,2397
DISPOSAL,OWNER,16,2013,11,2398
DISPOSAL,STRAY,1,2013,11,2399
ET REQUEST,AGGRESSIVE,8,2013,11,2400
CONFISCATE,NEGLECT,5,2015,8,2401
DISPOSAL,OTHER,1,2015,8,2402
DISPOSAL,OWNER,8,2015,8,2403
DISPOSAL,STRAY,2,2015,8,2404
ET REQUEST,,20,2015,8,2405
ET REQUEST,AGGRESSIVE,1,2015,8,2406
ET REQUEST,SICK,3,2015,8,2407
FOSTER,RETURN,60,2015,8,2408
OWNER SUR,EUTH REQ,52,2015,8,2409
OWNER SUR,FIELD,35,2015,8,2410
OWNER SUR,OTC,109,2015,8,2411
OWNER SUR,RETURN 30,7,2015,8,2412
RETURN,ADOPTION,7,2015,8,2413
STRAY,FIELD,253,2015,8,2414
STRAY,OTC,319,2015,8,2415
CONFISCATE,ABANDONED,4,2015,9,2416
CONFISCATE,BITE,1,2015,9,2417
CONFISCATE,CRUELTY,4,2015,9,2418
CONFISCATE,EVICTION,1,2015,9,2419
CONFISCATE,OWNER DIED,3,2015,9,2420
CONFISCATE,POLICE,1,2015,9,2421
CONFISCATE,RESTRAINT,3,2015,9,2422
DISPOSAL,FIELD,1,2015,9,2423
DISPOSAL,OWNER,13,2015,9,2424
DISPOSAL,STRAY,1,2015,9,2425
DISPOSAL,WILDLIFE,1,2015,9,2426
ET REQUEST,,1,2015,9,2427
ET REQUEST,AGGRESSIVE,1,2015,9,2428
ET REQUEST,OLD,2,2015,9,2429
ET REQUEST,SICK,2,2015,9,2430
FOSTER,RETURN,62,2015,9,2431
OWNER SUR,,1,2015,9,2432
OWNER SUR,EUTH REQ,55,2015,9,2433
OWNER SUR,FIELD,9,2015,9,2434
OWNER SUR,OTC,62,2015,9,2435
OWNER SUR,RETURN 30,12,2015,9,2436
RETURN,,2,2015,9,2437
RETURN,ADOPTION,10,2015,9,2438
STRAY,,2,2015,9,2439
STRAY,FIELD,173,2015,9,2440
STRAY,OTC,243,2015,9,2441
CONFISCATE,ABANDONED,1,2015,10,2442
CONFISCATE,CHAINING,2,2015,10,2443
CONFISCATE,CRUELTY,15,2015,10,2444
CONFISCATE,EVICTION,8,2015,10,2445
CONFISCATE,HOSPITAL,2,2015,10,2446
CONFISCATE,NEGLECT,3,2015,6,2447
CONFISCATE,NEGLECT,45,2015,10,2448
CONFISCATE,POLICE,3,2015,10,2449
CONFISCATE,POTDANGER,2,2015,10,2450
CONFISCATE,POLICE,6,2015,6,2451
ET REQUEST,SICK,1,2016,5,2452
CONFISCATE,RESTRAINT,2,2015,10,2453
DISPOSAL,OTHER,1,2015,6,2454
OWNER SUR,OTC,126,2016,7,2455
FOSTER,RETURN,49,2016,5,2456
CONFISCATE,UNPERMITED,4,2015,10,2457
OWNER SUR,FIELD,6,2015,12,2458
CONFISCATE,CRUELTY,1,2016,3,2459
OWNER SUR,EUTH REQ,45,2016,5,2460
DISPOSAL,OWNER,11,2015,6,2461
CONFISCATE,EVICTION,1,2016,3,2462
OWNER SUR,OTC,60,2015,12,2463
OWNER SUR,FIELD,15,2016,5,2464
DISPOSAL,FIELD,2,2015,10,2465
DISPOSAL,STRAY,8,2015,6,2466
CONFISCATE,HOSPITAL,3,2016,3,2467
OWNER SUR,RETURN 30,12,2015,12,2468
OWNER SUR,OTC,77,2016,5,2469
DISPOSAL,OTHER,1,2015,10,2470
OWNER SUR,RETURN 30,12,2016,7,2471
DISPOSAL,WILDLIFE,1,2015,6,2472
CONFISCATE,NEGLECT,31,2016,3,2473
RETURN,ADOPTION,19,2015,12,2474
OWNER SUR,RETURN 30,13,2016,5,2475
DISPOSAL,OWNER,15,2015,10,2476
RETURN,ADOPTION,12,2016,7,2477
ET REQUEST,,3,2015,6,2478
CONFISCATE,POLICE,2,2016,3,2479
RETURN,K HUMANE S,2,2015,12,2480
RETURN,ADOPTION,22,2016,5,2481
DISPOSAL,STRAY,1,2015,10,2482
STRAY,FIELD,188,2016,7,2483
ET REQUEST,AGGRESSIVE,4,2015,6,2484
CONFISCATE,POTDANGER,1,2016,3,2485
STRAY,,1,2015,12,2486
RETURN,K HUMANE S,1,2016,5,2487
ET REQUEST,AGGRESSIVE,4,2015,10,2488
STRAY,OTC,293,2016,7,2489
ET REQUEST,OLD,1,2015,6,2490
CONFISCATE,RESTRAINT,6,2016,3,2491
STRAY,FIELD,156,2015,12,2492
STRAY,,2,2016,5,2493
ET REQUEST,SICK,1,2015,10,2494
CONFISCATE,ABANDONED,1,2016,8,2495
FOR TRANSP,K HUMANE S,3,2015,6,2496
DISPOSAL,FIELD,2,2016,3,2497
STRAY,OTC,166,2015,12,2498
STRAY,FIELD,219,2016,5,2499
FOSTER,RETURN,78,2015,10,2500
CONFISCATE,BITE,3,2016,8,2501
FOSTER,RETURN,64,2015,6,2502
DISPOSAL,OWNER,11,2016,3,2503
CONFISCATE,HOSPITAL,1,2016,1,2504
STRAY,OTC,258,2016,5,2505
OWNER SUR,EUTH REQ,46,2015,10,2506
CONFISCATE,CRUELTY,11,2016,8,2507
OWNER SUR,,8,2015,6,2508
DISPOSAL,STRAY,3,2016,3,2509
CONFISCATE,NEGLECT,3,2016,1,2510
CONFISCATE,ABANDONED,1,2016,6,2511
OWNER SUR,FIELD,80,2015,10,2512
CONFISCATE,EVICTION,1,2016,8,2513
OWNER SUR,EUTH REQ,35,2015,6,2514
ET REQUEST,AGGRESSIVE,4,2016,3,2515
CONFISCATE,POLICE,3,2016,1,2516
CONFISCATE,BITE,4,2016,6,2517
OWNER SUR,OTC,83,2015,10,2518
CONFISCATE,POLICE,2,2016,8,2519
OWNER SUR,FIELD,55,2015,6,2520
ET REQUEST,OLD,3,2016,3,2521
CONFISCATE,POTDANGER,4,2016,1,2522
